lineNumber,pageHint,codeCandidate,ocrLiteral,reviewStatus
4589,,150,"150, hi a pp há tmheiro dt das nd St 9 alienação de aplicações financeiras, sendo as respectivas",REVISAR_OCR
4596,,762,desfavoráveis — realizadas (conta 762 1),REVISAR_OCR
4604,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1063,REVISAR_COLUNAS
4604,,1063,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1063,REVISAR_COLUNAS
4654,,1064,1064 DIÁRIO DA REPÚBLICA,REVISAR_OCR
4703,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1065,REVISAR_COLUNAS
4703,,1065,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1065,REVISAR_COLUNAS
4705,,161,"Esta conta destina-se a concentrar, no fim do exercício, 161 Conteúdo das rubricas",REVISAR_OCR
4720,,162,162 Definições,REVISAR_OCR
4735,,152,152 Definções,REVISAR_OCR
4753,,1066,1066 DIÁRIO DA REPÚBLICA,REVISAR_OCR
4777,,171,171 Definição de já se ter tido em consideração quelquer recupe-,REVISAR_OCR
4787,,472,472 Reconhecimento ou divulgação gadas se do escalonamento do seu desfecho resultar remota,REVISAR_OCR
4790,,173,A determinação da existência de contingências faz-se a 173 Situações paruculares,REVISAR_OCR
4806,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1067,REVISAR_COLUNAS
4806,,1067,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1067,REVISAR_COLUNAS
4811,,183,"facto do passivo associado poder ser compensado, por uma 183 Situações particulares",REVISAR_OCR
4821,,181,181 Definção,REVISAR_OCR
4835,,182,182 Implicações e divulgação 19 — Auxílios do Governo e outras entidades:,REVISAR_OCR
4836,,191,Os acontecimentos ocorrendo após a data de Balanço 191 Definição.,REVISAR_OCR
4853,,1068,1068 DIÁRIO DA REPÚBLICA,REVISAR_OCR
4854,,192,192 Reconhecimento e divulgação Transferências de recursos,REVISAR_OCR
4875,,193,193 Situações parniculares: Influência significativa,REVISAR_OCR
4900,,201,"201 Definições Empresas que, directa ou indirectamente (através de um",REVISAR_OCR
4906,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1069,REVISAR_COLUNAS
4906,,1069,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1069,REVISAR_COLUNAS
4935,,203,203 Suuações particulares,REVISAR_OCR
4956,,202,202 Divulgações 211 Definções,REVISAR_COLUNAS
4956,,211,202 Divulgações 211 Definções,REVISAR_COLUNAS
4961,,1070,1070 DIÁRIO DA REPÚBLICA,REVISAR_OCR
4973,,212,Sujeatos à um risco insignificante de alterações de 212 Relato dos fluxos de caixa das actividader,REVISAR_OCR
5016,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1071,REVISAR_COLUNAS
5016,,1071,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1071,REVISAR_COLUNAS
5023,,214,comissões e outros réditos não relacionados cam 214 Relato dos fluxos de corsa das acnvidades de,REVISAR_OCR
5046,,213,213 Relato dos fluxos de cana das actividades de Pagamentos de catxa por um locatário para a redução de,REVISAR_OCR
5051,,213,recebimentos brutos (de caixa) e as principais classes dos 213 Situações particulares,REVISAR_OCR
5078,,1072,1072 DIÁRIO DA REPÚBLICA,REVISAR_OCR
5133,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1073,REVISAR_COLUNAS
5133,,1073,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1073,REVISAR_COLUNAS
5135,,114,"PÚBLICAS E URBANISMO Públicas e Urbamsmo, ao abrigo do nº 3, do artigo 114",REVISAR_OCR
5137,,328,"Despacho conjunto n.º 328/01 Fevereiro, do então Primeiro Muustro, determinam",REVISAR_OCR
5143,,4861,"o nº 4861, em nome de Francisco Jorge Esperança Júmor,",REVISAR_OCR
5145,,4527,"na previsão da aludida les, foram automaticamente (no 4527, q folhas 150 do tivro B-S e 1367, a folhas 117",REVISAR_COLUNAS
5145,,150,"na previsão da aludida les, foram automaticamente (no 4527, q folhas 150 do tivro B-S e 1367, a folhas 117",REVISAR_COLUNAS
5145,,1367,"na previsão da aludida les, foram automaticamente (no 4527, q folhas 150 do tivro B-S e 1367, a folhas 117",REVISAR_COLUNAS
5145,,117,"na previsão da aludida les, foram automaticamente (no 4527, q folhas 150 do tivro B-S e 1367, a folhas 117",REVISAR_COLUNAS
5153,,2001,"Luanda na Rua Comandante Buta nº 29/31, inscrita na Luanda, nos 16 de Novembro de 2001",REVISAR_OCR
5154,,1268,Matnz Predial do 2 * Bairro Fiscal sob o nº 1268 e deserta,REVISAR_OCR
5156,,4826,"b “ 4826 a folhas 121 do hvro B-18, onde se acha",REVISAR_COLUNAS
5156,,121,"b “ 4826 a folhas 121 do hvro B-18, onde se acha",REVISAR_COLUNAS
5159,,629,"livro G-17 sob o nº 17 629, a favor de Mafalda Antunes Henriques da Siva",REVISAR_OCR
5162,,330,2º — Proceda a Conservatória competente à inscrição Despacho conjunta n.º 330/01,REVISAR_OCR
5168,,2001,"Luanda, aos 16 de Novembro de 2001 de 19 de Junho,",REVISAR_OCR
5174,,114,"Públicas e Urbamsmo, so abngo do nº 3, do arugo 114º",REVISAR_OCR
5176,,329,"acho conjunto n.º 329/01 Fevereiro, do então Primeiro Ministro, determinam",REVISAR_OCR
5182,,3851,Finanças do 2º Barro Fiscal sob o nº 3851 e descrito na,REVISAR_OCR
5183,,996,"Atendendo a que, com a subsunção do reterido facto Conservatóna da Registo Predial sob o nº 13 996, a",REVISAR_OCR
