codigo;designacao;pai;nivel;paginas_ocr_candidatas;evidencia_pendente
"67.1.1";"Subsidiárias";"67.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"67.1.2";"Associadas";"67.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"67.9";"Transferência para resultados em filiais e associadas";"67";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68";"Outros proveitos e ganhos não operacionais";"6";"2";"50,52,53,83,88";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1";"Reposição de provisões";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.1";"Existências";"68.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.1.1";"Matérias-primas subsidiárias e de consumo";"68.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.1.2";"Produtos e trabalhos em curso";"68.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.1.3";"Produtos acabados e intermédios";"68.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.1.4";"Sub-produtos, desperdícios, resíduos e refugos";"68.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.1.5";"Mercadorias";"68.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.2";"Cobranças duvidosas";"68.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.2.1";"Clientes";"68.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.2.2";"Clientes – títulos a receber";"68.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.2.3";"Clientes – cobrança duvidosa";"68.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.2.4";"Saldos devedores de fornecedores";"68.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.2.5";"Participantes e participadas";"68.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.2.6";"Dívidas do Pessoal";"68.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.2.9";"Outros saldos a receber";"68.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.3";"Riscos e encargos";"68.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.3.1";"Pensões";"68.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.3.2";"Processos judiciais em curso";"68.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.3.3";"Acidentes de trabalho";"68.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.3.4";"Garantias dadas a clientes";"68.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.1.3.9";"Outros riscos e encargos";"68.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.2";"Anulação de amortizações extraordinárias";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.2.1";"Imobilizações corpóreas";"68.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.2.2";"Imobilizações incorpóreas";"68.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.3";"Ganhos em imobilizações";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.3.1";"Venda de imobilizações corpóreas";"68.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.3.2";"Venda de imobilizações incorpóreas";"68.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.4";"Ganhos em existências";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.4.1";"Sobras";"68.4";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.5";"Recuperação de dívidas";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.6";"Benefícios de penalidades contratuais";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.8";"Descontinuidade de operações";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.9";"Alterações de políticas contabilísticas";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.10";"Correcções relativas a exercícios anteriores";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.10.1";"Estimativa impostos";"68.10";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.10.2";"Restituição de impostos";"68.10";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.11";"Outros ganhos e perdas não operacionais";"68";"3";"53";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.11.1";"Donativos";"68.11";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"68.19";"Transferência para resultados não operacionais";"68";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"69";"Proveitos e ganhos extraordinários";"6";"2";"50,53,83,84,89";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"69.1";"Ganhos resultantes de catástrofes naturais";"69";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"69.2";"Ganhos resultantes de convulsões políticas";"69";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"69.3";"Ganhos resultantes de expropriações";"69";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"69.4";"Ganhos resultantes de sinistros";"69";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"69.5";"Subsídios";"69";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"69.6";"Anulação de passivos não exigíveis";"69";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"69.9";"Transferência para resultados extraordinários";"69";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"7";"Custos e perdas por natureza";"";"1";"2,4,9,12,13,18,25,34";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"71";"Custo das existências vendidas";"7";"2";"42,53,54,69,84";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"71.1";"Matérias-primas";"71";"3";"54";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"71.2";"Matérias subsidiárias";"71";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"71.3";"Materiais diversos";"71";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"71.4";"Embalagens de consumo";"71";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"71.5";"Outros materiais";"71";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"71.9";"Transferência para resultados operacionais";"71";"3";"54";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72";"Custos com o pessoal";"7";"2";"53,54,74,85,86";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.1";"Remunerações – Órgãos sociais";"72";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.2";"Remunerações – Pessoal";"72";"3";"54";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.3";"Pensões";"72";"3";"54";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.3.1";"Órgãos sociais";"72.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.3.2";"Pessoal";"72.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.4";"Prémios para pensões";"72";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.4.1";"Órgãos sociais";"72.4";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.4.2";"Pessoal";"72.4";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.5";"Encargos sobre remunerações";"72";"3";"54";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.5.1";"Órgãos sociais";"72.5";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.5.2";"Pessoal";"72.5";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.6";"Seguros de acidentes de trabalho e doenças profissionais";"72";"3";"54";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.6.1";"Órgãos sociais";"72.6";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.6.2";"Pessoal";"72.6";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.7";"Formação";"72";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.7.1";"Órgãos sociais";"72.7";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.7.2";"Pessoal";"72.7";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.8";"Outras despesas com o pessoal";"72";"3";"54";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.8.1";"Órgãos sociais";"72.8";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.8.2";"Pessoal";"72.8";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"72.9";"Transferência para resultados operacionais";"72";"3";"54";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73";"Amortizações do exercício";"7";"2";"53,54,85";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.1";"Imobilizações corpóreas";"73";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.1.2";"Edifícios e outras construções";"73.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.1.3";"Equipamento básico";"73.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.1.4";"Equipamento de carga e transporte";"73.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.1.5";"Equipamento administrativo";"73.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.1.6";"Taras e vasilhame";"73.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.1.9";"Outras imobilizações corpóreas";"73.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.2";"Imobilizações incorpóreas";"73";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.2.1";"Trespasses";"73.2";"4";"54";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.2.2";"Despesas de investigação e desenvolvimento";"73.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.2.3";"Propriedade industrial e outros direitos e contratos";"73.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.2.4";"Despesas de constituição";"73.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.2.9";"Outras imobilizações incorpóreas";"73.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"73.9";"Transferência para resultados operacionais";"73";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75";"Outros custos e perdas operacionais";"7";"2";"53,55,85,86,88";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.1";"Sub-contratos";"75";"3";"55";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2";"Fornecimentos e serviços de terceiros";"75";"3";"55";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.11";"Água";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.12";"Electricidade";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.13";"Combustíveis e outros fluídos";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.14";"Conservação e reparação";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.15";"Material de protecção segurança e conforto";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.16";"Ferramentas e utensílios de desgaste rápido";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.17";"Material de escritório";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.18";"Livros e documentação técnica";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.19";"Outros fornecimentos";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.20";"Comunicação";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.21";"Rendas e alugueres";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.22";"Seguros";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.23";"Deslocações e estadas";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.24";"Despesas de representação";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.26";"Conservação e reparação";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.27";"Vigilância e segurança";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.28";"Limpeza, higiene e conforto";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.29";"Publicidade e propaganda";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.30";"Contencioso e notariado";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.31";"Comissões a intermediários";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.32";"Assistência técnica";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.32.1";"Estrangeira";"75.2.32";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.32.2";"Nacional";"75.2.32";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.33";"Trabalhos executados no exterior";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.34";"Honorários e avenças";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.35";"Royalties";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.2.39";"Outros serviços";"75.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.3";"Impostos";"75";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.3.1";"Indirectos";"75.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.3.1.1";"Imposto de selo";"75.3.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.3.1.2";"IVA";"75.3.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.3.1.9";"Outros impostos";"75.3.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.3.2";"Directos";"75.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.3.2.1";"Imposto de capitais";"75.3.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.3.2.2";"Contribuição predial";"75.3.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.3.2.9";"Outros impostos";"75.3.2";"5";"55";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.4";"Despesas confidênciais";"75";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.5";"Quotizações";"75";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.6";"Ofertas e Amostras de existências";"75";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.8";"Outros custos e perdas operacionais";"75";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"75.9";"Transferências para resultados operacionais";"75";"3";"55";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76";"Custos e perdas financeiros gerais";"7";"2";"53,55,56,86,88,97";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.1";"Juros";"76";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.1.1";"De empréstimos";"76.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.1.1.1";"Bancários";"76.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.1.1.2";"Obrigações";"76.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.1.1.3";"Títulos de participação";"76.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.1.2";"De descobertos bancários";"76.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.1.3";"De mora relativos a dívidas a terceiros";"76.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.1.4";"De desconto de títulos";"76.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.2";"Diferenças de câmbio desfavoráveis";"76";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.2.1";"Realizadas";"76.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.2.2";"Não realizadas";"76.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.3";"Descontos de pronto pagamento concedidos";"76";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.4";"Amortizações de investimentos em imóveis";"76";"3";"56";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5";"Provisões para aplicações financeiras";"76";"3";"56";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.1";"Investimentos financeiros";"76.5";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.1.1";"Subsidiárias";"76.5.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.1.2";"Associadas";"76.5.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.1.3";"Outras empresas";"76.5.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.1.4";"Fundos";"76.5.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.1.9";"Outros investimentos";"76.5.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.2";"Aplicações de tesouraria";"76.5";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.2.1";"Títulos negociáveis";"76.5.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.2.2";"Depósitos a prazo";"76.5.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.2.3";"Outros depósitos";"76.5.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.5.2.9";"Outros";"76.5.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.6";"Perdas na alienação de aplicações financeiras";"76";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.6.1";"Investimentos financeiros";"76.6";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.6.1.1";"Subsidiárias";"76.6.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.6.1.2";"Associadas";"76.6.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.6.1.3";"Outras empresas";"76.6.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.6.1.4";"Fundos";"76.6.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.6.1.9";"Outros investimentos";"76.6.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.6.2";"Aplicações de títulos negociáveis";"76.6";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.7";"Serviços bancários";"76";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"76.9";"Transferência para resultados financeiros";"76";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"77";"Custos e perdas financeiros em filiais e associadas";"7";"2";"56,88";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"77.9";"Transferência para resultados financeiros";"77";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78";"Outros custos e perdas não operacionais";"7";"2";"54,56,57,86,87,88";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1";"Provisões do exercício";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.1";"Existências";"78.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.1.1";"Matérias-primas subsidiárias e de consumo";"78.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.1.2";"Produtos e trabalhos em curso";"78.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.1.3";"Produtos acabados e intermédios";"78.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.1.4";"Sub-produtos, desperdícios, resíduos e refugos";"78.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.1.5";"Mercadorias";"78.1.1";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.2";"Cobranças Duvidosas";"78.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.2.1";"Clientes";"78.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.2.2";"Clientes – títulos a receber";"78.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.2.3";"Clientes – cobrança duvidosa";"78.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.2.4";"Saldos devedores de fornecedores";"78.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.2.5";"Participantes e participadas";"78.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.2.6";"Dívidas do pessoal";"78.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.2.9";"Outros saldos a receber";"78.1.2";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.3";"Riscos e encargos";"78.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.3.1";"Pensões";"78.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.3.2";"Processos judiciais em curso";"78.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.3.3";"Acidentes de trabalho";"78.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.3.4";"Garantias dadas a clientes";"78.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.1.3.9";"Outros riscos e encargos";"78.1.3";"5";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.2";"Amortizações extraordinárias";"78";"3";"56";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.2.1";"Imobilizações Corpóreas";"78.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.2.2";"Imobilizações Incorpóreas";"78.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.3";"Perdas em imobilizações";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.3.1";"Venda de imobilizações corpóreas";"78.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.3.2";"Venda de imobilizações incorpóreas";"78.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.3.3";"Abates";"78.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.3.9";"Outras";"78.3";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.4";"Perdas em existências";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.4.1";"Quebras";"78.4";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.5";"Dívidas incobráveis";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.6";"Multas e penalidades contratuais";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.6.1";"Fiscais";"78.6";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.6.2";"Não fiscais";"78.6";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.6.3";"Penalidades contratuais";"78.6";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.7";"Custos de reestruturação";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.8";"Descontinuidade de operações";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.9";"Alterações de políticas contabilísticas";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.10";"Correcções relativas a exercícios anteriores";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.10.1";"Estimativa impostos";"78.10";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.11";"Outros custos e perdas não operacionais";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.11.1";"Donativos";"78.11";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.11.2";"Reembolso de subsídios à exploração";"78.11";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.11.3";"Reembolso de subsídios a investimentos";"78.11";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"78.19";"Transferência para resultados não operacionais";"78";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"79";"Custos e perdas extraordinárias";"7";"2";"57,87,89";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"79.1";"Perdas resultantes de catástrofes naturais";"79";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"79.2";"Perdas resultantes de convulsões políticas";"79";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"79.3";"Perdas resultantes de expropriações";"79";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"79.4";"Perdas resultantes de sinistros";"79";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"79.9";"Transferência para resultados extraordinários";"79";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"8";"Resultados";"";"1";"2,4,9,12,19,20,21,23";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81";"Resultados transitados";"8";"2";"57,70,88,89";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.1";"Ano____";"81";"3";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.1.1";"Resultado do ano";"81.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.1.2";"Aplicação de resultados";"81.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.1.3";"Correcções de erros fundamentais, no exercício seguinte";"81.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.1.4";"Efeito das alterações de políticas contabilísticas";"81.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.1.5";"Imposto relativo a correcções de erros fundamentais e alterações de políticas contabilísticas";"81.1";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.2";"Ano____";"81";"3";"57";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
"81.2.1";"Resultado do ano";"81.2";"4";"";"Quadro oficial; natureza; regra de movimentação; lançabilidade"
