"Account Number","Account Name","Type","Detail Type"
"739","Transferência para resultados operacionais","Outras despesas","Amortização"
"75","7 Custos e perdas por natureza: Outros custos e perdas operacionais","Despesas","Despesas gerais de administração/de escritório"
"751","Sub-contratos","Custo de mercadorias vendidas","Custo de mão de obra - CMV"
"752","75 Outros custos e perdas operacionais: Fornecimentos e serviços de terceiros","Despesas","Despesas gerais de administração/de escritório"
"75211","752 Fornecimentos e serviços de terceiros: Água","Despesas","Serviços públicos"
"75212","752 Fornecimentos e serviços de terceiros: Electricidade","Despesas","Serviços públicos"
"75213","752 Fornecimentos e serviços de terceiros: Combustíveis e outros fluídos","Despesas","Automóvel"
"75214","752 Fornecimentos e serviços de terceiros: Conservação e reparação","Despesas","Reparo e manutenção"
"75215","752 Fornecimentos e serviços de terceiros: Material de protecção segurança e conforto","Despesas","Suprimentos e materiais"
"75216","752 Fornecimentos e serviços de terceiros: Ferramentas e utensílios de desgaste rápido","Despesas","Suprimentos e materiais"
"75217","752 Fornecimentos e serviços de terceiros: Material de escritório","Despesas","Despesas gerais de administração/de escritório"
"75218","752 Fornecimentos e serviços de terceiros: Livros e documentação técnica","Despesas","Mensalidades e assinaturas"
"75219","752 Fornecimentos e serviços de terceiros: Outros fornecimentos","Despesas","Suprimentos e materiais"
"75220","752 Fornecimentos e serviços de terceiros: Comunicação","Despesas","Serviços públicos"
"75221","752 Fornecimentos e serviços de terceiros: Rendas e alugueres","Despesas","Aluguel ou arrendamento de prédios"
"75222","752 Fornecimentos e serviços de terceiros: Seguros","Despesas","Seguro"
"75223","752 Fornecimentos e serviços de terceiros: Deslocações e estadas","Despesas","Despesas de viagens - despesas gerais e administrativas"
"75224","752 Fornecimentos e serviços de terceiros: Despesas de representação","Despesas","Refeições e entretenimento"
"75226","752 Fornecimentos e serviços de terceiros: Conservação e reparação","Despesas","Reparo e manutenção"
"75227","752 Fornecimentos e serviços de terceiros: Vigilância e segurança","Despesas","Custo de outros serviços diversos"
"75228","752 Fornecimentos e serviços de terceiros: Limpeza, higiene e conforto","Despesas","Custo de outros serviços diversos"
"75229","752 Fornecimentos e serviços de terceiros: Publicidade e propaganda","Despesas","Publicidade/promoção"
"75230","752 Fornecimentos e serviços de terceiros: Contencioso e notariado","Despesas","Honorários advocatícios e profissionais"
"75231","752 Fornecimentos e serviços de terceiros: Comissões a intermediários","Despesas","Custo de outros serviços diversos"
"75232","752 Fornecimentos e serviços de terceiros: Assistência técnica","Despesas","Reparo e manutenção"
"752321","75232 Assistência técnica: Estrangeira","Despesas","Reparo e manutenção"
"752322","75232 Assistência técnica: Nacional","Despesas","Reparo e manutenção"
"75233","752 Fornecimentos e serviços de terceiros: Trabalhos executados no exterior","Despesas","Custo de outros serviços diversos"
"75234","752 Fornecimentos e serviços de terceiros: Honorários e avenças","Despesas","Honorários advocatícios e profissionais"
"75235","752 Fornecimentos e serviços de terceiros: Royalties","Despesas","Despesas gerais de administração/de escritório"
"75239","752 Fornecimentos e serviços de terceiros: Outros serviços","Despesas","Custo de outros serviços diversos"
"753","75 Outros custos e perdas operacionais: Impostos","Despesas","Impostos pagos"
"7531","753 Impostos: Indirectos","Despesas","Impostos pagos"
"75311","7531 Indirectos: Imposto de selo","Despesas","Impostos pagos"
"75312","7531 Indirectos: IVA","Despesas","Impostos pagos"
"75319","7531 Indirectos: Outros impostos","Despesas","Impostos pagos"
"7532","753 Impostos: Directos","Despesas","Impostos pagos"
"75321","7532 Directos: Imposto de capitais","Despesas","Impostos pagos"
"75322","7532 Directos: Contribuição predial","Despesas","Impostos pagos"
"75329","7532 Directos: Outros impostos","Despesas","Impostos pagos"
"754","75 Outros custos e perdas operacionais: Despesas confidênciais","Despesas","Despesas gerais de administração/de escritório"
"755","75 Outros custos e perdas operacionais: Quotizações","Despesas","Mensalidades e assinaturas"
"756","75 Outros custos e perdas operacionais: Ofertas e Amostras de existências","Despesas","Publicidade/promoção"
"758","75 Outros custos e perdas operacionais: Outros custos e perdas operacionais","Despesas","Outras despesas com vendas"
"759","75 Outros custos e perdas operacionais: Transferências para resultados operacionais","Despesas","Despesas gerais de administração/de escritório"
"76","7 Custos e perdas por natureza: Custos e perdas financeiros gerais","Despesas","Custos de financiamento"
"761","76 Custos e perdas financeiros gerais: Juros","Despesas","Juros pagos"
"7611","761 Juros: De empréstimos","Despesas","Juros pagos"
"76111","7611 De empréstimos: Bancários","Despesas","Juros pagos"
"76112","7611 De empréstimos: Obrigações","Despesas","Juros pagos"
"76113","7611 De empréstimos: Títulos de participação","Despesas","Juros pagos"
"7612","761 Juros: De descobertos bancários","Despesas","Juros pagos"
"7613","761 Juros: De mora relativos a dívidas a terceiros","Despesas","Juros pagos"
"7614","761 Juros: De desconto de títulos","Despesas","Custos de financiamento"
"762","Diferenças de câmbio desfavoráveis","Outras despesas","Ganho ou perda cambial"
"7621","762 Diferenças de câmbio desfavoráveis: Realizadas","Outras despesas","Ganho ou perda cambial"
"7622","762 Diferenças de câmbio desfavoráveis: Não realizadas","Outras despesas","Ganho ou perda cambial"
"763","76 Custos e perdas financeiros gerais: Descontos de pronto pagamento concedidos","Despesas","Custos de financiamento"
"764","Amortizações de investimentos em imóveis","Outras despesas","Depreciação"
"765","Provisões para aplicações financeiras","Outras despesas","Outras despesas"
"7651","765 Provisões para aplicações financeiras: Investimentos financeiros","Outras despesas","Outras despesas"
"76511","7651 Investimentos financeiros: Subsidiárias","Outras despesas","Outras despesas"
"76512","7651 Investimentos financeiros: Associadas","Outras despesas","Outras despesas"
"76513","7651 Investimentos financeiros: Outras empresas","Outras despesas","Outras despesas"
"76514","7651 Investimentos financeiros: Fundos","Outras despesas","Outras despesas"
"76519","7651 Investimentos financeiros: Outros investimentos","Outras despesas","Outras despesas"
"7652","765 Provisões para aplicações financeiras: Aplicações de tesouraria","Outras despesas","Outras despesas"
"76521","7652 Aplicações de tesouraria: Títulos negociáveis","Outras despesas","Outras despesas"
"76522","7652 Aplicações de tesouraria: Depósitos a prazo","Outras despesas","Outras despesas"
"76523","7652 Aplicações de tesouraria: Outros depósitos","Outras despesas","Outras despesas"
"76529","7652 Aplicações de tesouraria: Outros","Outras despesas","Outras despesas"
"766","Perdas na alienação de aplicações financeiras","Outros lucros","Perdas na alienação de ativos"
"7661","766 Perdas na alienação de aplicações financeiras: Investimentos financeiros","Outros lucros","Perdas na alienação de ativos"
"76611","7661 Investimentos financeiros: Subsidiárias","Outros lucros","Perdas na alienação de ativos"
"76612","7661 Investimentos financeiros: Associadas","Outros lucros","Perdas na alienação de ativos"
"76613","7661 Investimentos financeiros: Outras empresas","Outros lucros","Perdas na alienação de ativos"
"76614","7661 Investimentos financeiros: Fundos","Outros lucros","Perdas na alienação de ativos"
"76619","7661 Investimentos financeiros: Outros investimentos","Outros lucros","Perdas na alienação de ativos"
"7662","766 Perdas na alienação de aplicações financeiras: Aplicações de títulos negociáveis","Outros lucros","Perdas na alienação de ativos"
"767","76 Custos e perdas financeiros gerais: Serviços bancários","Despesas","Encargos bancários"
"769","76 Custos e perdas financeiros gerais: Transferência para resultados financeiros","Despesas","Custos de financiamento"
"77","7 Custos e perdas por natureza: Custos e perdas financeiros em filiais e associadas","Despesas","Custos de financiamento"
"779","77 Custos e perdas financeiros em filiais e associadas: Transferência para resultados financeiros","Despesas","Custos de financiamento"
"78","Outros custos e perdas não operacionais","Outras despesas","Outras despesas"
"781","78 Outros custos e perdas não operacionais: Provisões do exercício","Outras despesas","Outras despesas"
"7811","781 Provisões do exercício: Existências","Outras despesas","Outras despesas"
"78111","7811 Existências: Matérias-primas subsidiárias e de consumo","Outras despesas","Outras despesas"
"78112","7811 Existências: Produtos e trabalhos em curso","Outras despesas","Outras despesas"
"78113","7811 Existências: Produtos acabados e intermédios","Outras despesas","Outras despesas"
"78114","7811 Existências: Sub-produtos, desperdícios, resíduos e refugos","Outras despesas","Outras despesas"
"78115","7811 Existências: Mercadorias","Outras despesas","Outras despesas"
"7812","Cobranças Duvidosas","Despesas","Créditos de liquidação duvidosa"
"78121","7812 Cobranças Duvidosas: Clientes","Despesas","Créditos de liquidação duvidosa"
"78122","7812 Cobranças Duvidosas: Clientes – títulos a receber","Despesas","Créditos de liquidação duvidosa"
"78123","7812 Cobranças Duvidosas: Clientes – cobrança duvidosa","Despesas","Créditos de liquidação duvidosa"
"78124","7812 Cobranças Duvidosas: Saldos devedores de fornecedores","Despesas","Créditos de liquidação duvidosa"
"78125","7812 Cobranças Duvidosas: Participantes e participadas","Despesas","Créditos de liquidação duvidosa"
"78126","7812 Cobranças Duvidosas: Dívidas do pessoal","Despesas","Créditos de liquidação duvidosa"
"78129","7812 Cobranças Duvidosas: Outros saldos a receber","Despesas","Créditos de liquidação duvidosa"
"7813","781 Provisões do exercício: Riscos e encargos","Outras despesas","Outras despesas"
"78131","7813 Riscos e encargos: Pensões","Outras despesas","Outras despesas"
"78132","7813 Riscos e encargos: Processos judiciais em curso","Outras despesas","Multas e conciliações"
"78133","7813 Riscos e encargos: Acidentes de trabalho","Outras despesas","Outras despesas"
"78134","7813 Riscos e encargos: Garantias dadas a clientes","Outras despesas","Outras despesas"
"78139","7813 Riscos e encargos: Outros riscos e encargos","Outras despesas","Outras despesas"
"782","78 Outros custos e perdas não operacionais: Amortizações extraordinárias","Outras despesas","Amortização"
"7821","782 Amortizações extraordinárias: Imobilizações Corpóreas","Outras despesas","Depreciação"
"7822","782 Amortizações extraordinárias: Imobilizações Incorpóreas","Outras despesas","Amortização"
"783","Perdas em imobilizações","Outros lucros","Perdas na alienação de ativos"
"7831","783 Perdas em imobilizações: Venda de imobilizações corpóreas","Outros lucros","Perdas na alienação de ativos"
"7832","783 Perdas em imobilizações: Venda de imobilizações incorpóreas","Outros lucros","Perdas na alienação de ativos"
"7833","783 Perdas em imobilizações: Abates","Outros lucros","Perdas na alienação de ativos"
"7839","783 Perdas em imobilizações: Outras","Outros lucros","Perdas na alienação de ativos"
"784","78 Outros custos e perdas não operacionais: Perdas em existências","Outras despesas","Outras despesas"
"7841","784 Perdas em existências: Quebras","Outras despesas","Outras despesas"
"785","Dívidas incobráveis","Despesas","Créditos de liquidação duvidosa"
"786","78 Outros custos e perdas não operacionais: Multas e penalidades contratuais","Outras despesas","Multas e conciliações"
"7861","786 Multas e penalidades contratuais: Fiscais","Outras despesas","Multas e conciliações"
"7862","786 Multas e penalidades contratuais: Não fiscais","Outras despesas","Multas e conciliações"
"7863","786 Multas e penalidades contratuais: Penalidades contratuais","Outras despesas","Multas e conciliações"
"787","78 Outros custos e perdas não operacionais: Custos de reestruturação","Outras despesas","Outras despesas"
"788","Descontinuidade de operações","Despesas","Perdas em operações descontinuadas, líquido de imposto"
"789","78 Outros custos e perdas não operacionais: Alterações de políticas contabilísticas","Outras despesas","Outras despesas"
"7810","78 Outros custos e perdas não operacionais: Correcções relativas a exercícios anteriores","Outras despesas","Outras despesas"
"78101","7810 Correcções relativas a exercícios anteriores: Estimativa impostos","Outras despesas","Outras despesas"
"7811","78 Outros custos e perdas não operacionais: Outros custos e perdas não operacionais","Outras despesas","Outras despesas"
"78111","Donativos","Despesas","Contribuições de caridade"
"78112","7811 Outros custos e perdas não operacionais: Reembolso de subsídios à exploração","Outras despesas","Outras despesas"
"78113","7811 Outros custos e perdas não operacionais: Reembolso de subsídios a investimentos","Outras despesas","Outras despesas"
"7819","78 Outros custos e perdas não operacionais: Transferência para resultados não operacionais","Outras despesas","Outras despesas"
"79","Custos e perdas extraordinárias","Outras despesas","Outras despesas"
"791","79 Custos e perdas extraordinárias: Perdas resultantes de catástrofes naturais","Outras despesas","Outras despesas"
"792","79 Custos e perdas extraordinárias: Perdas resultantes de convulsões políticas","Outras despesas","Outras despesas"
"793","79 Custos e perdas extraordinárias: Perdas resultantes de expropriações","Outras despesas","Outras despesas"
"794","79 Custos e perdas extraordinárias: Perdas resultantes de sinistros","Outras despesas","Outras despesas"
"799","79 Custos e perdas extraordinárias: Transferência para resultados extraordinários","Outras despesas","Outras despesas"
"8","Resultados","Capital do proprietário","Lucros acumulados"
"81","8 Resultados: Resultados transitados","Capital do proprietário","Lucros acumulados"
"811","81 Resultados transitados: Ano____","Capital do proprietário","Lucros acumulados"
"8111","811 Ano____: Resultado do ano","Capital do proprietário","Lucros acumulados"
"8112","811 Ano____: Aplicação de resultados","Capital do proprietário","Lucros acumulados"
"8113","811 Ano____: Correcções de erros fundamentais, no exercício seguinte","Capital do proprietário","Lucros acumulados"
"8114","811 Ano____: Efeito das alterações de políticas contabilísticas","Capital do proprietário","Lucros acumulados"
"8115","811 Ano____: Imposto relativo a correcções de erros fundamentais e alterações de políticas contabilísticas","Capital do proprietário","Lucros acumulados"
"812","81 Resultados transitados: Ano____","Capital do proprietário","Lucros acumulados"
"8121","812 Ano____: Resultado do ano","Capital do proprietário","Lucros acumulados"
"8122","812 Ano____: Aplicação de resultados","Capital do proprietário","Lucros acumulados"
"8123","812 Ano____: Correcções de erros fundamentais, no exercício seguinte","Capital do proprietário","Lucros acumulados"
"8124","812 Ano____: Efeito das alterações de políticas contabilísticas","Capital do proprietário","Lucros acumulados"
"8125","812 Ano____: Imposto relativo a correcções de erros fundamentais e alterações de políticas contabilísticas","Capital do proprietário","Lucros acumulados"
"82","8 Resultados: Resultados operacionais","Capital do proprietário","Lucros acumulados"
"821","82 Resultados operacionais: Vendas","Capital do proprietário","Lucros acumulados"
"822","82 Resultados operacionais: Prestações de serviço","Capital do proprietário","Lucros acumulados"
"823","82 Resultados operacionais: Outros proveitos operacionais","Capital do proprietário","Lucros acumulados"
"824","82 Resultados operacionais: Variação nos inventários de produtos acabados e produtos em vias de fabrico","Capital do proprietário","Lucros acumulados"
"825","82 Resultados operacionais: Trabalhos para a própria empresa","Capital do proprietário","Lucros acumulados"
"826","82 Resultados operacionais: Custo das mercadorias vendidas e das matérias consumidas","Capital do proprietário","Lucros acumulados"
"827","82 Resultados operacionais: Custos com o pessoal","Capital do proprietário","Lucros acumulados"
"828","82 Resultados operacionais: Amortizações do exercício","Capital do proprietário","Lucros acumulados"
"829","82 Resultados operacionais: Outros custos operacionais","Capital do proprietário","Lucros acumulados"
"8219","82 Resultados operacionais: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"83","8 Resultados: Resultados financeiros","Capital do proprietário","Lucros acumulados"
"831","83 Resultados financeiros: Proveitos e ganhos financeiros gerais","Capital do proprietário","Lucros acumulados"
"832","83 Resultados financeiros: Custos e perdas financeiros gerais","Capital do proprietário","Lucros acumulados"
"839","83 Resultados financeiros: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"84","8 Resultados: Resultados financeiros em filiais e associadas","Capital do proprietário","Lucros acumulados"
"841","84 Resultados financeiros em filiais e associadas: Proveitos e ganhos em filiais e associadas","Capital do proprietário","Lucros acumulados"
"842","84 Resultados financeiros em filiais e associadas: Custos e perdas em filiais e associadas","Capital do proprietário","Lucros acumulados"
"849","84 Resultados financeiros em filiais e associadas: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"85","8 Resultados: Resultados não operacionais","Capital do proprietário","Lucros acumulados"
"851","85 Resultados não operacionais: Proveitos e ganhos não operacionais","Capital do proprietário","Lucros acumulados"
"852","85 Resultados não operacionais: Custos e perdas não operacionais","Capital do proprietário","Lucros acumulados"
"859","85 Resultados não operacionais: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"86","8 Resultados: Resultados extraordinários","Capital do proprietário","Lucros acumulados"
"861","86 Resultados extraordinários: Proveitos e ganhos extraordinários","Capital do proprietário","Lucros acumulados"
"862","86 Resultados extraordinários: Custos e perdas extraordinários","Capital do proprietário","Lucros acumulados"
"87","Imposto sobre os lucros","Despesas","Despesas com imposto de renda"
"88","8 Resultados: Resultado líquido do exercício","Capital do proprietário","Lucros acumulados"
"89","8 Resultados: Dividendos antecipados","Capital do proprietário","Dividendos desembolsados"
